@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
620,'2018/02/20 20:10:25:878',4,18.280909,-19.701815,0.296297,?,0.79,?
621,'2018/02/20 20:10:25:910',4,18.52854,-19.016745,0.247631,?,0.79,?
622,'2018/02/20 20:10:25:944',4,18.733212,-18.456768,0.204672,?,0.79,?
623,'2018/02/20 20:10:25:979',4,19.144611,-17.107864,0.4114,?,0.79,?
624,'2018/02/20 20:10:26:010',4,19.380873,-16.427902,0.236261,?,0.79,?
625,'2018/02/20 20:10:26:046',4,19.53404,-16.04575,0.153168,?,0.79,?
626,'2018/02/20 20:10:26:098',4,19.643719,-15.795732,0.109678,?,0.79,?
627,'2018/02/20 20:10:26:124',4,19.752775,-15.655019,0.109056,?,0.79,?
628,'2018/02/20 20:10:26:146',4,19.93647,-15.464001,0.183695,?,0.79,?
629,'2018/02/20 20:10:26:178',4,20.096304,-15.335051,0.159834,?,0.79,?
630,'2018/02/20 20:10:26:212',4,20.25168,-15.253596,0.155376,?,0.79,?
631,'2018/02/20 20:10:26:246',4,20.40176,-15.213415,0.15008,?,0.79,?
632,'2018/02/20 20:10:26:280',4,20.585743,-15.234746,0.183983,?,0.79,?
633,'2018/02/20 20:10:26:313',4,20.769173,-15.264264,0.18343,?,0.79,?
634,'2018/02/20 20:10:26:345',4,20.952343,-15.368527,0.18317,?,0.79,?
635,'2018/02/20 20:10:26:378',4,21.124598,-15.5432,0.172255,?,0.79,?
636,'2018/02/20 20:10:26:412',4,21.26898,-15.745768,0.144382,?,0.79,?
637,'2018/02/20 20:10:26:444',4,21.378265,-15.963012,0.109285,?,0.79,?
638,'2018/02/20 20:10:26:481',4,21.445158,-16.282459,0.066893,?,0.79,?
639,'2018/02/20 20:10:26:514',4,21.458939,-16.647984,0.013781,?,0.79,?
640,'2018/02/20 20:10:26:546',4,21.343903,-17.294741,-0.115036,?,0.79,?
641,'2018/02/20 20:10:26:576',4,21.142309,-17.976563,-0.201593,?,0.79,?
642,'2018/02/20 20:10:26:613',4,20.929413,-18.518412,-0.212896,?,0.79,?
643,'2018/02/20 20:10:26:645',4,20.69919,-18.967358,-0.230223,?,0.79,?
644,'2018/02/20 20:10:26:685',4,20.460236,-19.335823,-0.238955,?,0.79,?
645,'2018/02/20 20:10:26:728',4,20.233007,-19.624544,-0.227228,?,0.79,?
646,'2018/02/20 20:10:26:757',4,19.996717,-19.885735,-0.23629,?,0.79,?
647,'2018/02/20 20:10:26:781',4,19.77784,-20.105124,-0.218878,?,0.79,?
648,'2018/02/20 20:10:26:812',4,19.578194,-20.299387,-0.199646,?,0.79,?
649,'2018/02/20 20:10:26:845',4,19.383572,-20.493217,-0.194622,?,0.79,?
650,'2018/02/20 20:10:26:878',4,19.2071,-20.670185,-0.176472,?,0.79,?
651,'2018/02/20 20:10:26:922',4,19.043173,-20.835587,-0.163927,?,0.79,?
652,'2018/02/20 20:10:26:949',4,18.881014,-21.012093,-0.162159,?,0.79,?
653,'2018/02/20 20:10:26:978',4,18.733984,-21.176668,-0.14703,?,0.79,?
654,'2018/02/20 20:10:27:014',4,18.598032,-21.332767,-0.135952,?,0.79,?
655,'2018/02/20 20:10:27:045',4,18.438574,-21.530643,-0.159458,?,0.79,?
656,'2018/02/20 20:10:27:081',4,18.277819,-21.729664,-0.160755,?,0.79,?
657,'2018/02/20 20:10:27:122',4,18.116781,-21.93697,-0.161037,?,0.79,?
658,'2018/02/20 20:10:27:148',4,17.957401,-22.163128,-0.15938,?,0.79,?
659,'2018/02/20 20:10:27:177',4,17.810049,-22.384844,-0.147352,?,0.79,?
660,'2018/02/20 20:10:27:212',4,17.671417,-22.618731,-0.138632,?,0.79,?
661,'2018/02/20 20:10:27:245',4,17.541479,-22.84774,-0.129938,?,0.79,?
662,'2018/02/20 20:10:27:280',4,17.417364,-23.073765,-0.124115,?,0.79,?
663,'2018/02/20 20:10:27:321',4,17.31786,-23.252811,-0.099504,?,0.79,?
664,'2018/02/20 20:10:27:348',4,17.229851,-23.402763,-0.088009,?,0.79,?
665,'2018/02/20 20:10:27:379',4,17.153917,-23.540983,-0.075933,?,0.79,?
666,'2018/02/20 20:10:27:413',4,17.090305,-23.655439,-0.063612,?,0.79,?
667,'2018/02/20 20:10:27:445',4,17.034925,-23.756018,-0.05538,?,0.79,?
668,'2018/02/20 20:10:27:479',4,16.985821,-23.865568,-0.049105,?,0.79,?
669,'2018/02/20 20:10:27:513',4,16.947279,-23.953245,-0.038542,?,0.79,?
670,'2018/02/20 20:10:27:547',4,16.916504,-24.022125,-0.030775,?,0.79,?
671,'2018/02/20 20:10:27:581',4,16.890541,-24.079678,-0.025963,?,0.79,?
672,'2018/02/20 20:10:27:613',4,16.867043,-24.128902,-0.023499,?,0.79,?
673,'2018/02/20 20:10:27:645',4,16.845057,-24.170439,-0.021986,?,0.79,?
674,'2018/02/20 20:10:27:682',4,16.824156,-24.213697,-0.020901,?,0.79,?
675,'2018/02/20 20:10:27:714',4,16.804623,-24.250742,-0.019533,?,0.79,?
676,'2018/02/20 20:10:27:748',4,16.786177,-24.280682,-0.018446,?,0.79,?
677,'2018/02/20 20:10:27:781',4,16.767323,-24.310701,-0.018854,?,0.79,?
678,'2018/02/20 20:10:27:820',4,16.747423,-24.340807,-0.019899,?,0.79,?
679,'2018/02/20 20:10:27:846',4,16.72373,-24.376614,-0.023693,?,0.79,?
680,'2018/02/20 20:10:27:881',4,16.698605,-24.407742,-0.025126,?,0.79,?
681,'2018/02/20 20:10:27:915',4,16.671497,-24.433609,-0.027107,?,0.79,?
682,'2018/02/20 20:10:27:953',4,16.643791,-24.454281,-0.027706,?,0.79,?
683,'2018/02/20 20:10:27:980',4,16.610966,-24.4813,-0.032825,?,0.79,?
684,'2018/02/20 20:10:28:013',4,16.576138,-24.503796,-0.034828,?,0.79,?
685,'2018/02/20 20:10:28:045',4,16.539492,-24.521967,-0.036646,?,0.79,?
686,'2018/02/20 20:10:28:087',4,16.501547,-24.53587,-0.037945,?,0.79,?
687,'2018/02/20 20:10:28:112',4,16.464737,-24.543732,-0.03681,?,0.79,?
688,'2018/02/20 20:10:28:156',4,16.429285,-24.543047,-0.035452,?,0.79,?
689,'2018/02/20 20:10:28:186',4,16.394741,-24.536695,-0.034544,?,0.79,?
690,'2018/02/20 20:10:28:212',4,16.362858,-24.525751,-0.031883,?,0.79,?
691,'2018/02/20 20:10:28:245',4,16.333298,-24.510431,-0.02956,?,0.79,?
692,'2018/02/20 20:10:28:280',4,16.306511,-24.492811,-0.026787,?,0.79,?
693,'2018/02/20 20:10:28:312',4,16.282942,-24.473558,-0.023569,?,0.79,?
694,'2018/02/20 20:10:28:361',4,16.262913,-24.44549,-0.020029,?,0.79,?
695,'2018/02/20 20:10:28:390',4,16.246635,-24.409039,-0.016277,?,0.79,?
696,'2018/02/20 20:10:28:414',4,16.235815,-24.352705,-0.01082,?,0.79,?
697,'2018/02/20 20:10:28:447',4,16.23242,-24.271503,-0.003395,?,0.79,?
698,'2018/02/20 20:10:28:481',4,16.266556,-24.05678,0.034136,?,0.79,?
699,'2018/02/20 20:10:28:517',4,16.33131,-23.729202,0.064754,?,0.79,?
700,'2018/02/20 20:10:28:554',4,16.483105,-23.123568,0.151794,?,0.79,?
701,'2018/02/20 20:10:28:581',4,16.67967,-22.471281,0.196566,?,0.79,?
702,'2018/02/20 20:10:28:612',4,16.891851,-21.79907,0.212181,?,0.79,?
703,'2018/02/20 20:10:28:644',4,17.124596,-21.066172,0.232744,?,0.79,?
704,'2018/02/20 20:10:28:680',4,17.329136,-20.453123,0.20454,?,0.79,?
705,'2018/02/20 20:10:28:713',4,17.507759,-19.934698,0.178623,?,0.79,?
706,'2018/02/20 20:10:28:761',4,17.666821,-19.470942,0.159061,?,0.79,?
707,'2018/02/20 20:10:28:787',4,17.793707,-19.100054,0.126886,?,0.79,?
708,'2018/02/20 20:10:28:813',4,17.90111,-18.779333,0.107403,?,0.79,?
709,'2018/02/20 20:10:28:853',4,17.985971,-18.520395,0.084862,?,0.79,?
710,'2018/02/20 20:10:28:887',4,18.053841,-18.307722,0.067869,?,0.79,?
711,'2018/02/20 20:10:28:912',4,18.1052,-18.141838,0.051359,?,0.79,?
712,'2018/02/20 20:10:28:952',4,18.143482,-18.016493,0.038282,?,0.79,?
713,'2018/02/20 20:10:28:988',4,18.171455,-17.922575,0.027973,?,0.79,?
714,'2018/02/20 20:10:29:014',4,18.191605,-17.853403,0.020149,?,0.79,?
715,'2018/02/20 20:10:29:048',4,18.206059,-17.802759,0.014454,?,0.79,?
716,'2018/02/20 20:10:29:089',4,18.216415,-17.766638,0.010357,?,0.79,?
717,'2018/02/20 20:10:29:113',4,18.223986,-17.740334,0.00757,?,0.79,?
718,'2018/02/20 20:10:29:148',4,18.225296,-17.72912,0.00131,?,0.79,?
719,'2018/02/20 20:10:29:187',4,18.213327,-17.745504,-0.011969,?,0.79,?
720,'2018/02/20 20:10:29:215',4,18.170095,-17.827827,-0.043232,?,0.79,?
721,'2018/02/20 20:10:29:256',4,18.072868,-18.034435,-0.097227,?,0.79,?
722,'2018/02/20 20:10:29:282',4,17.931461,-18.326559,-0.141407,?,0.79,?
723,'2018/02/20 20:10:29:312',4,17.755562,-18.655909,-0.1759,?,0.79,?
724,'2018/02/20 20:10:29:357',4,17.563698,-19.009811,-0.191864,?,0.79,?
725,'2018/02/20 20:10:29:389',4,17.322657,-19.462687,-0.241041,?,0.79,?
726,'2018/02/20 20:10:29:425',4,17.110085,-19.853895,-0.212572,?,0.79,?
727,'2018/02/20 20:10:29:452',4,16.923738,-20.198807,-0.186346,?,0.79,?
728,'2018/02/20 20:10:29:481',4,16.763725,-20.498878,-0.160013,?,0.79,?
729,'2018/02/20 20:10:29:523',4,16.629593,-20.753422,-0.134132,?,0.79,?
730,'2018/02/20 20:10:29:552',4,16.519804,-20.967154,-0.109789,?,0.79,?
731,'2018/02/20 20:10:29:588',4,16.430492,-21.145939,-0.089312,?,0.79,?
732,'2018/02/20 20:10:29:624',4,16.36054,-21.290026,-0.069952,?,0.79,?
733,'2018/02/20 20:10:29:652',4,16.306906,-21.402969,-0.053635,?,0.79,?
734,'2018/02/20 20:10:29:681',4,16.265343,-21.493626,-0.041563,?,0.79,?
735,'2018/02/20 20:10:29:713',4,16.233362,-21.565611,-0.031981,?,0.79,?
736,'2018/02/20 20:10:29:750',4,16.209337,-21.621443,-0.024025,?,0.79,?
737,'2018/02/20 20:10:29:790',4,16.191147,-21.665646,-0.01819,?,0.79,?
738,'2018/02/20 20:10:29:826',4,16.177677,-21.699963,-0.01347,?,0.79,?
739,'2018/02/20 20:10:29:853',4,16.167812,-21.727184,-0.009865,?,0.79,?
740,'2018/02/20 20:10:29:881',4,16.160673,-21.749109,-0.007139,?,0.79,?
741,'2018/02/20 20:10:29:914',4,16.155731,-21.767031,-0.004942,?,0.79,?
742,'2018/02/20 20:10:29:954',4,16.152521,-21.781317,-0.00321,?,0.79,?
743,'2018/02/20 20:10:29:984',4,16.150763,-21.793043,-0.001759,?,0.79,?
744,'2018/02/20 20:10:30:022',4,16.15012,-21.80261,-0.000643,?,0.79,?
745,'2018/02/20 20:10:30:050',4,16.150764,-21.81077,0.000645,?,0.79,?
746,'2018/02/20 20:10:30:084',4,16.15262,-21.816584,0.001856,?,0.79,?
747,'2018/02/20 20:10:30:121',4,16.155266,-21.821081,0.002645,?,0.79,?
748,'2018/02/20 20:10:30:148',4,16.159271,-21.82403,0.004005,?,0.79,?
749,'2018/02/20 20:10:30:182',4,16.16424,-21.825077,0.004969,?,0.79,?
750,'2018/02/20 20:10:30:221',4,16.17244,-21.822306,0.0082,?,0.79,?
751,'2018/02/20 20:10:30:253',4,16.183704,-21.815411,0.011265,?,0.79,?
752,'2018/02/20 20:10:30:280',4,16.204546,-21.79722,0.020842,?,0.79,?
753,'2018/02/20 20:10:30:322',4,16.232759,-21.770239,0.028214,?,0.79,?
754,'2018/02/20 20:10:30:352',4,16.26272,-21.740612,0.029961,?,0.79,?
755,'2018/02/20 20:10:30:381',4,16.299809,-21.702477,0.037088,?,0.79,?
756,'2018/02/20 20:10:30:457',4,16.335554,-21.6667,0.035746,?,0.79,?
757,'2018/02/20 20:10:30:497',4,16.381701,-21.619432,0.046146,?,0.79,?
758,'2018/02/20 20:10:30:544',4,16.43804,-21.556032,0.056339,?,0.79,?
759,'2018/02/20 20:10:30:574',4,16.500378,-21.480028,0.062338,?,0.79,?
760,'2018/02/20 20:10:30:592',4,16.560001,-21.402559,0.059624,?,0.79,?
761,'2018/02/20 20:10:30:621',4,16.622036,-21.320898,0.062035,?,0.79,?
762,'2018/02/20 20:10:30:657',4,16.683777,-21.240013,0.061741,?,0.79,?
763,'2018/02/20 20:10:30:683',4,16.744406,-21.160427,0.060629,?,0.79,?
764,'2018/02/20 20:10:30:721',4,16.799196,-21.08779,0.05479,?,0.79,?
765,'2018/02/20 20:10:30:751',4,16.848526,-21.023085,0.04933,?,0.79,?
766,'2018/02/20 20:10:30:781',4,16.891176,-20.966719,0.04265,?,0.79,?
767,'2018/02/20 20:10:30:824',4,16.927811,-20.918684,0.036634,?,0.79,?
768,'2018/02/20 20:10:30:856',4,16.959562,-20.877012,0.031752,?,0.79,?
769,'2018/02/20 20:10:30:886',4,16.988134,-20.839167,0.028572,?,0.79,?
770,'2018/02/20 20:10:30:942',4,17.013472,-20.805124,0.025337,?,0.79,?
771,'2018/02/20 20:10:30:963',4,17.035519,-20.774994,0.022047,?,0.79,?
772,'2018/02/20 20:10:30:994',4,17.055178,-20.748299,0.019659,?,0.79,?
773,'2018/02/20 20:10:31:028',4,17.072048,-20.725502,0.01687,?,0.79,?
774,'2018/02/20 20:10:31:093',4,17.087503,-20.704792,0.015455,?,0.79,?
775,'2018/02/20 20:10:31:122',4,17.102417,-20.684984,0.014914,?,0.79,?
776,'2018/02/20 20:10:31:162',4,17.117266,-20.666164,0.014849,?,0.79,?
777,'2018/02/20 20:10:31:193',4,17.132256,-20.648819,0.01499,?,0.79,?
778,'2018/02/20 20:10:31:219',4,17.149097,-20.63092,0.016842,?,0.79,?
779,'2018/02/20 20:10:31:253',4,17.167456,-20.61331,0.018358,?,0.79,?
780,'2018/02/20 20:10:31:296',4,17.187147,-20.596008,0.019691,?,0.79,?
781,'2018/02/20 20:10:31:323',4,17.208878,-20.579401,0.02173,?,0.79,?
782,'2018/02/20 20:10:31:352',4,17.23237,-20.562365,0.023493,?,0.79,?
783,'2018/02/20 20:10:31:388',4,17.258722,-20.545506,0.026352,?,0.79,?
784,'2018/02/20 20:10:31:419',4,17.285961,-20.527508,0.027239,?,0.79,?
785,'2018/02/20 20:10:31:453',4,17.314423,-20.506317,0.028461,?,0.79,?
786,'2018/02/20 20:10:31:498',4,17.341909,-20.483837,0.027487,?,0.79,?
787,'2018/02/20 20:10:31:528',4,17.368097,-20.460192,0.026188,?,0.79,?
788,'2018/02/20 20:10:31:578',4,17.391165,-20.435698,0.023067,?,0.79,?
789,'2018/02/20 20:10:31:601',4,17.408035,-20.412191,0.01687,?,0.79,?
790,'2018/02/20 20:10:31:625',4,17.411682,-20.387753,0.003647,?,0.79,?
791,'2018/02/20 20:10:31:653',4,17.392582,-20.356613,-0.0191,?,0.79,?
792,'2018/02/20 20:10:31:703',4,17.33547,-20.328852,-0.057112,?,0.79,?
793,'2018/02/20 20:10:31:728',4,17.223124,-20.309048,-0.112347,?,0.79,?
794,'2018/02/20 20:10:31:756',4,17.020449,-20.299187,-0.202675,?,0.79,?
795,'2018/02/20 20:10:31:789',4,16.609802,-20.154665,-0.410646,?,0.79,?
796,'2018/02/20 20:10:31:822',4,15.373858,-19.68355,-1.235944,?,0.79,?
797,'2018/02/20 20:10:31:852',4,12.540403,-19.177061,-2.833455,?,0.79,?
798,'2018/02/20 20:10:31:892',4,10.906857,-18.774424,-1.633546,?,0.79,?
799,'2018/02/20 20:10:31:923',4,9.131171,-18.504919,-1.775686,?,0.79,?
800,'2018/02/20 20:10:31:954',4,5.028912,-24.269655,-4.10226,?,0.79,?
801,'2018/02/20 20:10:31:986',4,2.79628,-28.043186,-2.232632,?,0.79,?
802,'2018/02/20 20:10:32:018',4,1.896865,-29.20179,-0.899415,?,0.79,?
803,'2018/02/20 20:10:32:053',4,1.560506,-28.114717,-0.33636,?,0.79,?
804,'2018/02/20 20:10:32:089',4,0.803876,-27.526962,-0.756629,?,0.79,?
805,'2018/02/20 20:10:32:122',4,0.075693,-25.023085,-0.728183,?,0.79,?
806,'2018/02/20 20:10:32:145',4,-0.365448,-22.867418,-0.441141,?,0.79,?
807,'2018/02/20 20:10:32:187',4,-7.60144,-22.288303,-7.235992,?,0.79,?
808,'2018/02/20 20:10:32:214',4,-9.756662,6.155147,-2.155222,?,0.79,?
809,'2018/02/20 20:10:49:867',5,23.247999,-5.79979,33.004662,?,?,0.02
810,'2018/02/20 20:10:49:899',5,23.422817,-5.788838,0.174818,?,?,0.02
811,'2018/02/20 20:10:49:930',5,23.455254,-5.787976,0.032436,?,?,0.02
812,'2018/02/20 20:10:49:961',5,23.49181,-5.774344,0.036556,?,?,0.02
813,'2018/02/20 20:10:49:992',5,23.901865,-5.801744,0.410055,?,?,0.02
814,'2018/02/20 20:10:50:024',5,24.071924,-5.713984,0.170059,?,?,0.02
815,'2018/02/20 20:10:50:055',5,24.21648,-5.64002,0.144556,?,?,0.02
816,'2018/02/20 20:10:50:102',5,24.562363,-5.825185,0.345882,?,?,0.02
817,'2018/02/20 20:10:50:133',5,24.797184,-5.979173,0.234821,?,?,0.02
818,'2018/02/20 20:10:50:164',5,25.035255,-6.155462,0.238071,?,?,0.02
819,'2018/02/20 20:10:50:211',5,21.19622,-4.213071,-3.839035,?,?,0.02
820,'2018/02/20 20:10:50:227',5,17.924215,-3.422356,-3.272005,?,?,0.02
821,'2018/02/20 20:10:50:258',5,15.753198,-2.928578,-2.171018,?,?,0.02
822,'2018/02/20 20:10:50:305',5,14.965651,-2.566785,-0.787547,?,?,0.02
823,'2018/02/20 20:10:50:336',5,14.612128,-2.278058,-0.353522,?,?,0.02
824,'2018/02/20 20:10:50:367',5,14.400003,-1.994376,-0.212125,?,?,0.02
825,'2018/02/20 20:10:50:399',5,7.849912,-1.129366,-6.550091,?,?,0.02
826,'2018/02/20 20:10:50:430',5,1.277068,-1.308326,-6.572845,?,?,0.02
827,'2018/02/20 20:10:50:461',5,-6.96039,-0.10769,-8.237457,?,?,0.02
828,'2018/02/20 20:10:50:492',5,-11.353978,1.086126,-4.393589,?,?,0.02
829,'2018/02/20 20:10:50:524',5,-10.783718,1.971529,0.57026,?,?,0.02
830,'2018/02/20 20:10:50:555',5,-4.390155,2.384153,6.393563,?,?,0.02
831,'2018/02/20 20:10:50:602',5,-1.817098,4.61151,2.573057,?,?,0.02
832,'2018/02/20 20:10:50:633',5,7.504427,2.39671,9.321526,?,?,0.02
833,'2018/02/20 20:10:50:664',5,17.516537,0.658491,10.01211,?,?,0.02
834,'2018/02/20 20:10:50:695',5,23.372612,-0.548604,5.856075,?,?,0.02
835,'2018/02/20 20:10:50:727',5,24.030834,-0.706176,0.658222,?,?,0.02
836,'2018/02/20 20:10:50:758',5,23.816225,0.404129,-0.214609,?,?,0.02
837,'2018/02/20 20:10:50:805',5,19.368099,-0.514788,-4.448126,?,?,0.02
838,'2018/02/20 20:10:50:836',5,13.127255,-1.095008,-6.240844,?,?,0.02
839,'2018/02/20 20:10:50:867',5,4.15134,-0.858689,-8.975915,?,?,0.02
840,'2018/02/20 20:10:50:899',5,-3.317583,-0.686942,-7.468923,?,?,0.02
841,'2018/02/20 20:10:50:930',5,-11.170277,0.052087,-7.852694,?,?,0.02
842,'2018/02/20 20:10:50:961',5,-17.803673,1.107266,-6.633396,?,?,0.02
843,'2018/02/20 20:10:50:992',5,-17.777281,1.505259,0.026392,?,?,0.02
844,'2018/02/20 20:10:51:024',5,-19.410879,1.663217,-1.633598,?,?,0.02
845,'2018/02/20 20:10:51:071',5,-4.967524,0.801013,14.443356,?,?,0.02
846,'2018/02/20 20:10:51:102',5,-2.91246,4.024495,2.055063,?,?,0.02
847,'2018/02/20 20:10:51:133',5,12.895471,-2.289746,15.807931,?,?,0.02
848,'2018/02/20 20:10:51:164',5,25.679218,-2.691821,12.783748,?,?,0.02
849,'2018/02/20 20:10:51:196',5,31.184086,-0.316466,5.504868,?,?,0.02
850,'2018/02/20 20:10:51:227',5,31.71755,0.473969,0.533464,?,?,0.02
851,'2018/02/20 20:10:51:274',5,27.144575,0.039209,-4.572975,?,?,0.02
852,'2018/02/20 20:10:51:305',5,22.445032,1.175111,-4.699543,?,?,0.02
853,'2018/02/20 20:10:51:336',5,15.473091,0.739222,-6.971941,?,?,0.02
854,'2018/02/20 20:10:51:367',5,4.764813,-0.182235,-10.708279,?,?,0.02
855,'2018/02/20 20:10:51:399',5,-8.392898,0.073425,-13.157711,?,?,0.02
856,'2018/02/20 20:10:51:430',5,-13.496767,-0.43922,-5.103869,?,?,0.02
857,'2018/02/20 20:10:51:461',5,-13.647644,-0.508365,-0.150877,?,?,0.02
858,'2018/02/20 20:10:51:508',5,-15.159246,-0.695436,-1.511602,?,?,0.02
859,'2018/02/20 20:10:51:524',5,-10.887687,1.007904,4.27156,?,?,0.02
860,'2018/02/20 20:10:51:571',5,-6.923613,4.40098,3.964074,?,?,0.02
861,'2018/02/20 20:10:51:602',5,16.014444,-2.088752,22.938057,?,?,0.02
862,'2018/02/20 20:10:51:633',5,29.11927,-0.90713,13.104826,?,?,0.02
863,'2018/02/20 20:10:51:664',5,38.410896,0.146812,9.291626,?,?,0.02
864,'2018/02/20 20:10:51:711',5,39.397285,0.666285,0.986389,?,?,0.02
865,'2018/02/20 20:10:51:727',5,34.575172,-0.015932,-4.822113,?,?,0.02
866,'2018/02/20 20:10:51:774',5,26.727373,-2.230113,-7.847799,?,?,0.02
867,'2018/02/20 20:10:51:789',5,19.239634,-1.828847,-7.48774,?,?,0.02
868,'2018/02/20 20:10:51:836',5,9.457376,-4.806522,-9.782258,?,?,0.02
869,'2018/02/20 20:10:51:867',5,-3.165015,-5.800958,-12.622391,?,?,0.02
870,'2018/02/20 20:10:51:899',5,-12.102268,-5.42195,-8.937254,?,?,0.02
871,'2018/02/20 20:10:51:946',5,-14.949526,-4.743878,-2.847258,?,?,0.02
872,'2018/02/20 20:10:51:961',5,-13.77959,-4.342138,1.169936,?,?,0.02
873,'2018/02/20 20:10:51:992',5,-8.551451,-2.853071,5.228139,?,?,0.02
874,'2018/02/20 20:10:52:024',5,2.138014,-5.063112,10.689465,?,?,0.02
875,'2018/02/20 20:10:52:071',5,13.759311,-4.166433,11.621297,?,?,0.02
876,'2018/02/20 20:10:52:102',5,25.786131,-4.858636,12.02682,?,?,0.02
877,'2018/02/20 20:10:52:133',5,30.38249,-3.240226,4.596359,?,?,0.02
878,'2018/02/20 20:10:52:180',5,35.140568,-1.831312,4.758078,?,?,0.02
879,'2018/02/20 20:10:52:196',5,35.232841,-1.369105,0.092274,?,?,0.02
880,'2018/02/20 20:10:52:243',5,31.584341,-1.130358,-3.6485,?,?,0.02
881,'2018/02/20 20:10:52:258',5,24.481819,-0.370593,-7.102522,?,?,0.02
882,'2018/02/20 20:10:52:305',5,16.648335,-0.879926,-7.833485,?,?,0.02
883,'2018/02/20 20:10:52:336',5,3.499666,-3.416493,-13.148668,?,?,0.02
884,'2018/02/20 20:10:52:368',5,-6.183933,-4.511838,-9.683599,?,?,0.02
885,'2018/02/20 20:10:52:399',5,-13.761009,-4.769083,-7.577076,?,?,0.02
886,'2018/02/20 20:10:52:430',5,-14.280883,-4.46127,-0.519874,?,?,0.02
887,'2018/02/20 20:10:52:461',5,-14.155478,-4.300729,0.125405,?,?,0.02
888,'2018/02/20 20:10:52:493',5,-7.821648,-4.114395,6.33383,?,?,0.02
889,'2018/02/20 20:10:52:524',5,-4.394018,-9.139681,3.427629,?,?,0.02
890,'2018/02/20 20:10:52:571',5,-1.958147,-7.826094,2.435871,?,?,0.02
891,'2018/02/20 20:10:52:602',5,19.6569,-7.365359,21.615047,?,?,0.02
892,'2018/02/20 20:10:52:633',5,28.145552,-4.376883,8.488651,?,?,0.02
893,'2018/02/20 20:10:52:664',5,31.938385,-2.928807,3.792833,?,?,0.02
894,'2018/02/20 20:10:52:696',5,31.090454,-2.599996,-0.847931,?,?,0.02
895,'2018/02/20 20:10:52:727',5,20.746325,-5.664582,-10.34413,?,?,0.02
896,'2018/02/20 20:10:52:774',5,17.603926,-3.405421,-3.142399,?,?,0.02
897,'2018/02/20 20:10:52:805',5,4.213228,-6.171571,-13.390697,?,?,0.02
898,'2018/02/20 20:10:52:836',5,-8.322773,-6.555254,-12.536001,?,?,0.02
899,'2018/02/20 20:10:52:868',5,-14.407091,-6.698951,-6.084318,?,?,0.02
900,'2018/02/20 20:10:52:899',5,-15.494368,-6.411456,-1.087276,?,?,0.02
901,'2018/02/20 20:10:52:930',5,-15.17953,-6.128178,0.314837,?,?,0.02
902,'2018/02/20 20:10:52:961',5,-3.568999,-6.23949,11.610531,?,?,0.02
903,'2018/02/20 20:10:53:008',5,3.851979,-5.246461,7.420978,?,?,0.02
904,'2018/02/20 20:10:53:039',5,15.41948,-3.296189,11.567502,?,?,0.02
905,'2018/02/20 20:10:53:071',5,25.857145,-3.345181,10.437665,?,?,0.02
906,'2018/02/20 20:10:53:102',5,31.99119,-2.94742,6.134045,?,?,0.02
907,'2018/02/20 20:10:53:133',5,32.024281,-2.998082,0.033091,?,?,0.02
908,'2018/02/20 20:10:53:164',5,28.347492,-3.678849,-3.676788,?,?,0.02
909,'2018/02/20 20:10:53:211',5,18.025921,-4.887008,-10.321571,?,?,0.02
910,'2018/02/20 20:10:53:243',5,7.84749,-9.567883,-10.178431,?,?,0.02
911,'2018/02/20 20:10:53:258',5,-3.80544,-11.193076,-11.65293,?,?,0.02
912,'2018/02/20 20:10:53:305',5,-12.516253,-11.029097,-8.710813,?,?,0.02
913,'2018/02/20 20:10:53:336',5,-10.812724,-9.864089,1.703528,?,?,0.02
914,'2018/02/20 20:10:53:368',5,-13.4297,-8.781108,-2.616976,?,?,0.02
915,'2018/02/20 20:10:53:399',5,-0.444888,-8.189266,12.984812,?,?,0.02
916,'2018/02/20 20:10:53:430',5,9.135585,-7.528844,9.580473,?,?,0.02
917,'2018/02/20 20:10:53:461',5,18.682831,-3.748732,9.547246,?,?,0.02
918,'2018/02/20 20:10:53:508',5,29.600998,-1.096057,10.918167,?,?,0.02
919,'2018/02/20 20:10:53:540',5,36.656734,0.849444,7.055737,?,?,0.02
920,'2018/02/20 20:10:53:571',5,36.741318,0.907596,0.084583,?,?,0.02
921,'2018/02/20 20:10:53:602',5,31.720728,-1.418016,-5.02059,?,?,0.02
922,'2018/02/20 20:10:53:649',5,21.322176,-4.30489,-10.398552,?,?,0.02
923,'2018/02/20 20:10:53:665',5,12.138374,-9.406761,-9.183802,?,?,0.02
924,'2018/02/20 20:10:53:711',5,-1.99228,-12.510356,-14.130654,?,?,0.02
925,'2018/02/20 20:10:53:727',5,-19.594629,-14.267402,-17.60235,?,?,0.02
926,'2018/02/20 20:10:53:758',5,-23.884615,-11.71201,-4.289986,?,?,0.02
927,'2018/02/20 20:10:53:805',5,-24.160856,-10.535025,-0.276241,?,?,0.02
928,'2018/02/20 20:10:53:836',5,-17.127953,-10.023204,7.032904,?,?,0.02
929,'2018/02/20 20:10:53:867',5,-5.644276,-10.13058,11.483677,?,?,0.02
