@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
304,'2018/02/20 20:09:36:689',2,43.005684,10.676441,-0.004326,0.9,?,?
305,'2018/02/20 20:09:36:727',2,43.000198,10.680118,-0.005486,0.9,?,?
306,'2018/02/20 20:09:36:759',2,42.994545,10.683916,-0.005653,0.9,?,?
307,'2018/02/20 20:09:36:794',2,42.989815,10.687928,-0.00473,0.9,?,?
308,'2018/02/20 20:09:36:826',2,42.986485,10.693084,-0.00333,0.9,?,?
309,'2018/02/20 20:09:36:857',2,42.98399,10.699022,-0.002495,0.9,?,?
310,'2018/02/20 20:09:36:894',2,42.98238,10.705962,-0.00161,0.9,?,?
311,'2018/02/20 20:09:36:926',2,42.98217,10.715027,-0.00021,0.9,?,?
312,'2018/02/20 20:09:36:957',2,42.983082,10.725472,0.000912,0.9,?,?
313,'2018/02/20 20:09:37:000',2,42.985558,10.738207,0.002476,0.9,?,?
314,'2018/02/20 20:09:37:029',2,42.989193,10.752276,0.003635,0.9,?,?
315,'2018/02/20 20:09:37:058',2,42.99332,10.766362,0.004128,0.9,?,?
316,'2018/02/20 20:09:37:092',2,42.997784,10.780261,0.004463,0.9,?,?
317,'2018/02/20 20:09:37:125',2,43.002338,10.793633,0.004555,0.9,?,?
318,'2018/02/20 20:09:37:157',2,43.007175,10.806849,0.004837,0.9,?,?
319,'2018/02/20 20:09:37:205',2,43.010799,10.818695,0.003624,0.9,?,?
320,'2018/02/20 20:09:37:232',2,43.012314,10.828863,0.001514,0.9,?,?
321,'2018/02/20 20:09:37:258',2,43.013161,10.838368,0.000847,0.9,?,?
322,'2018/02/20 20:09:37:293',2,43.012939,10.847102,-0.000221,0.9,?,?
323,'2018/02/20 20:09:37:325',2,43.012733,10.855043,-0.000206,0.9,?,?
324,'2018/02/20 20:09:37:357',2,43.012829,10.862414,0.000095,0.9,?,?
325,'2018/02/20 20:09:37:393',2,43.012604,10.86911,-0.000225,0.9,?,?
326,'2018/02/20 20:09:37:433',2,43.01273,10.87523,0.000126,0.9,?,?
327,'2018/02/20 20:09:37:461',2,43.012497,10.880557,-0.000233,0.9,?,?
328,'2018/02/20 20:09:37:495',2,43.011768,10.884995,-0.000729,0.9,?,?
329,'2018/02/20 20:09:37:525',2,43.011917,10.889123,0.000149,0.9,?,?
330,'2018/02/20 20:09:37:557',2,43.011543,10.892209,-0.000374,0.9,?,?
331,'2018/02/20 20:09:37:602',2,43.011856,10.895131,0.000313,0.9,?,?
332,'2018/02/20 20:09:37:632',2,43.01236,10.897673,0.000504,0.9,?,?
333,'2018/02/20 20:09:37:658',2,43.012245,10.899302,-0.000114,0.9,?,?
334,'2018/02/20 20:09:37:693',2,43.011879,10.900377,-0.000366,0.9,?,?
335,'2018/02/20 20:09:37:725',2,43.011627,10.901174,-0.000252,0.9,?,?
336,'2018/02/20 20:09:37:757',2,43.011517,10.901712,-0.000111,0.9,?,?
337,'2018/02/20 20:09:37:793',2,43.010078,10.900431,-0.001438,0.9,?,?
338,'2018/02/20 20:09:37:840',2,43.007042,10.897169,-0.003036,0.9,?,?
339,'2018/02/20 20:09:37:866',2,43.003998,10.89358,-0.003044,0.9,?,?
340,'2018/02/20 20:09:37:894',2,42.999428,10.88821,-0.00457,0.9,?,?
341,'2018/02/20 20:09:37:926',2,42.994194,10.881926,-0.005234,0.9,?,?
342,'2018/02/20 20:09:37:959',2,42.987,10.873287,-0.007195,0.9,?,?
343,'2018/02/20 20:09:37:995',2,42.982128,10.866404,-0.004871,0.9,?,?
344,'2018/02/20 20:09:38:032',2,42.978313,10.860397,-0.003815,0.9,?,?
345,'2018/02/20 20:09:38:068',2,42.975956,10.855808,-0.002357,0.9,?,?
346,'2018/02/20 20:09:38:094',2,42.974316,10.851933,-0.00164,0.9,?,?
347,'2018/02/20 20:09:38:124',2,42.972706,10.848097,-0.00161,0.9,?,?
348,'2018/02/20 20:09:38:157',2,42.971981,10.845304,-0.000725,0.9,?,?
349,'2018/02/20 20:09:38:192',2,42.971241,10.842527,-0.00074,0.9,?,?
350,'2018/02/20 20:09:38:224',2,42.970066,10.839368,-0.001175,0.9,?,?
351,'2018/02/20 20:09:38:265',2,42.968666,10.836211,-0.0014,0.9,?,?
352,'2018/02/20 20:09:38:298',2,42.968201,10.834403,-0.000465,0.9,?,?
353,'2018/02/20 20:09:38:326',2,42.967518,10.832646,-0.000683,0.9,?,?
354,'2018/02/20 20:09:38:363',2,42.96685,10.831114,-0.000668,0.9,?,?
355,'2018/02/20 20:09:38:393',2,42.966118,10.82972,-0.000732,0.9,?,?
356,'2018/02/20 20:09:38:427',2,42.96516,10.828285,-0.000957,0.9,?,?
357,'2018/02/20 20:09:38:470',2,42.96384,10.82664,-0.00132,0.9,?,?
358,'2018/02/20 20:09:38:509',2,42.96225,10.824829,-0.001591,0.9,?,?
359,'2018/02/20 20:09:38:538',2,42.960644,10.823072,-0.001606,0.9,?,?
360,'2018/02/20 20:09:38:566',2,42.958988,10.82131,-0.001656,0.9,?,?
361,'2018/02/20 20:09:38:594',2,42.95715,10.819418,-0.001839,0.9,?,?
362,'2018/02/20 20:09:38:626',2,42.95533,10.817583,-0.00182,0.9,?,?
363,'2018/02/20 20:09:38:666',2,42.953552,10.815803,-0.001778,0.9,?,?
364,'2018/02/20 20:09:38:700',2,42.951775,10.814055,-0.001778,0.9,?,?
365,'2018/02/20 20:09:38:725',2,42.950516,10.812701,-0.001259,0.9,?,?
366,'2018/02/20 20:09:38:760',2,42.949722,10.811686,-0.000793,0.9,?,?
367,'2018/02/20 20:09:38:793',2,42.949127,10.810593,-0.000595,0.9,?,?
368,'2018/02/20 20:09:38:829',2,42.9482,10.809036,-0.000927,0.9,?,?
369,'2018/02/20 20:09:38:865',2,42.947186,10.806981,-0.001015,0.9,?,?
370,'2018/02/20 20:09:38:903',2,42.946072,10.804364,-0.001114,0.9,?,?
371,'2018/02/20 20:09:38:928',2,42.944801,10.801062,-0.00127,0.9,?,?
372,'2018/02/20 20:09:38:961',2,42.943279,10.797094,-0.001522,0.9,?,?
373,'2018/02/20 20:09:38:999',2,42.941486,10.79192,-0.001793,0.9,?,?
374,'2018/02/20 20:09:39:025',2,42.938911,10.784921,-0.002575,0.9,?,?
375,'2018/02/20 20:09:39:069',2,42.935619,10.775315,-0.003292,0.9,?,?
376,'2018/02/20 20:09:39:109',2,42.931374,10.762632,-0.004246,0.9,?,?
377,'2018/02/20 20:09:39:134',2,42.927246,10.747942,-0.004128,0.9,?,?
378,'2018/02/20 20:09:39:163',2,42.922649,10.731507,-0.004597,0.9,?,?
379,'2018/02/20 20:09:39:196',2,42.917072,10.712536,-0.005577,0.9,?,?
380,'2018/02/20 20:09:39:226',2,42.905472,10.687573,-0.0116,0.9,?,?
381,'2018/02/20 20:09:39:264',2,42.889343,10.658102,-0.016129,0.9,?,?
382,'2018/02/20 20:09:39:304',2,42.869759,10.624994,-0.019585,0.9,?,?
383,'2018/02/20 20:09:39:337',2,42.849697,10.589931,-0.020061,0.9,?,?
384,'2018/02/20 20:09:39:367',2,42.829651,10.553518,-0.020046,0.9,?,?
385,'2018/02/20 20:09:39:394',2,42.809978,10.517186,-0.019672,0.9,?,?
386,'2018/02/20 20:09:39:433',2,42.789803,10.482422,-0.020176,0.9,?,?
387,'2018/02/20 20:09:39:466',2,42.766754,10.447181,-0.023048,0.9,?,?
388,'2018/02/20 20:09:39:500',2,42.736393,10.406429,-0.030361,0.9,?,?
389,'2018/02/20 20:09:39:539',2,42.706345,10.368369,-0.030048,0.9,?,?
390,'2018/02/20 20:09:39:565',2,42.67947,10.334224,-0.026875,0.9,?,?
391,'2018/02/20 20:09:39:598',2,42.65554,10.303133,-0.02393,0.9,?,?
392,'2018/02/20 20:09:39:633',2,42.634998,10.275651,-0.020542,0.9,?,?
393,'2018/02/20 20:09:39:664',2,42.61705,10.250741,-0.017948,0.9,?,?
394,'2018/02/20 20:09:39:697',2,42.601067,10.226534,-0.015984,0.9,?,?
395,'2018/02/20 20:09:39:739',2,42.58427,10.198754,-0.016796,0.9,?,?
396,'2018/02/20 20:09:39:767',2,42.545815,10.140352,-0.038456,0.9,?,?
397,'2018/02/20 20:09:39:793',2,42.492558,10.058817,-0.053257,0.9,?,?
398,'2018/02/20 20:09:39:832',2,42.433216,9.96174,-0.059341,0.9,?,?
399,'2018/02/20 20:09:39:863',2,42.356251,9.829257,-0.076965,0.9,?,?
400,'2018/02/20 20:09:39:900',2,42.266281,9.662439,-0.08997,0.9,?,?
401,'2018/02/20 20:09:39:939',2,41.806679,8.821888,-0.459602,0.9,?,?
402,'2018/02/20 20:09:39:965',2,41.601269,8.305043,-0.20541,0.9,?,?
403,'2018/02/20 20:09:39:995',2,41.509583,7.593183,-0.091686,0.9,?,?
404,'2018/02/20 20:09:40:032',2,41.557129,6.960749,0.047546,0.9,?,?
405,'2018/02/20 20:09:40:062',2,41.777935,6.411714,0.220806,0.9,?,?
406,'2018/02/20 20:09:40:093',2,42.089058,5.96436,0.311123,0.9,?,?
407,'2018/02/20 20:09:40:146',2,42.458702,5.443821,0.369644,0.9,?,?
408,'2018/02/20 20:09:40:171',2,45.123257,8.965385,2.664555,0.9,?,?
409,'2018/02/20 20:09:40:196',2,45.878006,7.471918,0.754749,0.9,?,?
410,'2018/02/20 20:09:40:227',2,38.866646,3.381132,-7.01136,0.9,?,?
411,'2018/02/20 20:09:40:259',2,35.119595,0.153966,-3.747051,0.9,?,?
412,'2018/02/20 20:09:40:290',2,34.159565,-4.358339,-0.96003,0.9,?,?
413,'2018/02/20 20:09:40:332',2,51.027626,-30.802288,16.868061,0.9,?,?
414,'2018/02/20 20:09:40:357',2,7.533998,2.027464,-43.493629,0.9,?,?
415,'2018/02/20 20:10:05:869',3,27.057064,15.107411,19.523067,?,0.08,?
416,'2018/02/20 20:10:05:901',3,26.341274,17.476454,-0.71579,?,0.08,?
417,'2018/02/20 20:10:05:927',3,25.319153,20.075876,-1.022121,?,0.08,?
418,'2018/02/20 20:10:05:963',3,24.592684,21.80945,-0.726469,?,0.08,?
419,'2018/02/20 20:10:05:992',3,23.399689,24.262491,-1.192995,?,0.08,?
420,'2018/02/20 20:10:06:021',3,22.569031,25.8542,-0.830658,?,0.08,?
421,'2018/02/20 20:10:06:060',3,21.825119,27.144909,-0.743912,?,0.08,?
422,'2018/02/20 20:10:06:095',3,21.156185,28.186707,-0.668934,?,0.08,?
423,'2018/02/20 20:10:06:127',3,20.38146,29.281668,-0.774725,?,0.08,?
424,'2018/02/20 20:10:06:160',3,19.930067,29.931393,-0.451393,?,0.08,?
425,'2018/02/20 20:10:06:191',3,19.566126,30.388748,-0.363941,?,0.08,?
426,'2018/02/20 20:10:06:226',3,19.209364,30.729107,-0.356762,?,0.08,?
427,'2018/02/20 20:10:06:263',3,18.817898,30.988138,-0.391466,?,0.08,?
428,'2018/02/20 20:10:06:295',3,18.401951,31.191948,-0.415947,?,0.08,?
429,'2018/02/20 20:10:06:328',3,18.002947,31.348778,-0.399004,?,0.08,?
430,'2018/02/20 20:10:06:359',3,17.587236,31.497007,-0.41571,?,0.08,?
431,'2018/02/20 20:10:06:391',3,17.165031,31.678373,-0.422205,?,0.08,?
432,'2018/02/20 20:10:06:421',3,16.774937,31.901205,-0.390095,?,0.08,?
433,'2018/02/20 20:10:06:460',3,16.374775,32.201035,-0.400162,?,0.08,?
434,'2018/02/20 20:10:06:494',3,15.659468,32.988548,-0.715307,?,0.08,?
435,'2018/02/20 20:10:06:533',3,14.862082,33.86137,-0.797386,?,0.08,?
436,'2018/02/20 20:10:06:561',3,14.237392,34.548176,-0.624689,?,0.08,?
437,'2018/02/20 20:10:06:592',3,13.691311,35.103493,-0.546082,?,0.08,?
438,'2018/02/20 20:10:06:627',3,13.188277,35.523777,-0.503034,?,0.08,?
439,'2018/02/20 20:10:06:660',3,12.55662,35.823746,-0.631658,?,0.08,?
440,'2018/02/20 20:10:06:690',3,11.905211,35.971088,-0.651408,?,0.08,?
441,'2018/02/20 20:10:06:742',3,11.13125,35.933792,-0.773961,?,0.08,?
442,'2018/02/20 20:10:06:776',3,10.567502,35.851139,-0.563748,?,0.08,?
443,'2018/02/20 20:10:06:803',3,10.191751,35.787056,-0.375751,?,0.08,?
444,'2018/02/20 20:10:06:831',3,9.93252,35.736675,-0.259232,?,0.08,?
445,'2018/02/20 20:10:06:859',3,9.75143,35.698822,-0.18109,?,0.08,?
446,'2018/02/20 20:10:06:891',3,9.620683,35.672039,-0.130747,?,0.08,?
447,'2018/02/20 20:10:06:935',3,9.525726,35.650604,-0.094956,?,0.08,?
448,'2018/02/20 20:10:06:963',3,9.458542,35.632973,-0.067184,?,0.08,?
449,'2018/02/20 20:10:06:993',3,9.412866,35.61969,-0.045676,?,0.08,?
450,'2018/02/20 20:10:07:027',3,9.385653,35.608444,-0.027212,?,0.08,?
451,'2018/02/20 20:10:07:060',3,9.370191,35.600872,-0.015463,?,0.08,?
452,'2018/02/20 20:10:07:093',3,9.363363,35.596008,-0.006827,?,0.08,?
453,'2018/02/20 20:10:07:132',3,9.362374,35.592789,-0.000989,?,0.08,?
454,'2018/02/20 20:10:07:167',3,9.364868,35.59206,0.002494,?,0.08,?
455,'2018/02/20 20:10:07:193',3,9.371047,35.592537,0.006179,?,0.08,?
456,'2018/02/20 20:10:07:227',3,9.380892,35.594604,0.009845,?,0.08,?
457,'2018/02/20 20:10:07:264',3,9.395615,35.595409,0.014723,?,0.08,?
458,'2018/02/20 20:10:07:291',3,9.411808,35.598206,0.016193,?,0.08,?
459,'2018/02/20 20:10:07:331',3,9.42853,35.602367,0.016722,?,0.08,?
460,'2018/02/20 20:10:07:365',3,9.444992,35.608002,0.016462,?,0.08,?
461,'2018/02/20 20:10:07:394',3,9.471179,35.610214,0.026187,?,0.08,?
462,'2018/02/20 20:10:07:430',3,9.498268,35.610142,0.027089,?,0.08,?
463,'2018/02/20 20:10:07:461',3,9.528535,35.604351,0.030267,?,0.08,?
464,'2018/02/20 20:10:07:491',3,9.555601,35.599743,0.027066,?,0.08,?
465,'2018/02/20 20:10:07:528',3,9.579626,35.594269,0.024025,?,0.08,?
466,'2018/02/20 20:10:07:565',3,9.605166,35.584595,0.02554,?,0.08,?
467,'2018/02/20 20:10:07:593',3,9.660933,35.541039,0.055767,?,0.08,?
468,'2018/02/20 20:10:07:629',3,9.707479,35.504654,0.046546,?,0.08,?
469,'2018/02/20 20:10:07:664',3,9.743583,35.477654,0.036103,?,0.08,?
470,'2018/02/20 20:10:07:696',3,9.772379,35.456348,0.028796,?,0.08,?
471,'2018/02/20 20:10:07:728',3,9.797538,35.438137,0.025159,?,0.08,?
472,'2018/02/20 20:10:07:766',3,9.820344,35.423603,0.022806,?,0.08,?
473,'2018/02/20 20:10:07:802',3,9.840001,35.412685,0.019657,?,0.08,?
474,'2018/02/20 20:10:07:828',3,9.856942,35.405529,0.016941,?,0.08,?
475,'2018/02/20 20:10:07:861',3,9.872581,35.401333,0.015638,?,0.08,?
476,'2018/02/20 20:10:07:895',3,9.888812,35.40081,0.016232,?,0.08,?
477,'2018/02/20 20:10:07:926',3,9.906079,35.40424,0.017267,?,0.08,?
478,'2018/02/20 20:10:07:970',3,9.924831,35.41172,0.018752,?,0.08,?
479,'2018/02/20 20:10:08:004',3,9.945503,35.424038,0.020672,?,0.08,?
480,'2018/02/20 20:10:08:030',3,9.966085,35.439991,0.020582,?,0.08,?
481,'2018/02/20 20:10:08:059',3,9.987758,35.459915,0.021672,?,0.08,?
482,'2018/02/20 20:10:08:095',3,10.009379,35.48251,0.021622,?,0.08,?
483,'2018/02/20 20:10:08:129',3,10.029842,35.50668,0.020463,?,0.08,?
484,'2018/02/20 20:10:08:164',3,10.048566,35.53133,0.018723,?,0.08,?
485,'2018/02/20 20:10:08:207',3,10.06602,35.55497,0.017454,?,0.08,?
486,'2018/02/20 20:10:08:235',3,10.081674,35.57774,0.015654,?,0.08,?
487,'2018/02/20 20:10:08:269',3,10.097639,35.595711,0.015965,?,0.08,?
488,'2018/02/20 20:10:08:297',3,10.113224,35.613548,0.015585,?,0.08,?
489,'2018/02/20 20:10:08:329',3,10.129729,35.630505,0.016505,?,0.08,?
490,'2018/02/20 20:10:08:359',3,10.14673,35.648163,0.017001,?,0.08,?
491,'2018/02/20 20:10:08:407',3,10.164198,35.666698,0.017467,?,0.08,?
492,'2018/02/20 20:10:08:431',3,10.183012,35.684593,0.018814,?,0.08,?
493,'2018/02/20 20:10:08:459',3,10.202045,35.703407,0.019033,?,0.08,?
494,'2018/02/20 20:10:08:499',3,10.22196,35.721306,0.019915,?,0.08,?
495,'2018/02/20 20:10:08:526',3,10.240989,35.739265,0.019029,?,0.08,?
496,'2018/02/20 20:10:08:559',3,10.259364,35.756897,0.018375,?,0.08,?
497,'2018/02/20 20:10:08:602',3,10.275828,35.77417,0.016464,?,0.08,?
498,'2018/02/20 20:10:08:628',3,10.291492,35.790524,0.015663,?,0.08,?
499,'2018/02/20 20:10:08:660',3,10.306485,35.805717,0.014994,?,0.08,?
500,'2018/02/20 20:10:08:698',3,10.320914,35.819893,0.014429,?,0.08,?
501,'2018/02/20 20:10:08:728',3,10.336513,35.834599,0.015598,?,0.08,?
502,'2018/02/20 20:10:08:764',3,10.350595,35.849316,0.014083,?,0.08,?
503,'2018/02/20 20:10:08:800',3,10.364645,35.864086,0.01405,?,0.08,?
504,'2018/02/20 20:10:08:836',3,10.380753,35.87809,0.016108,?,0.08,?
505,'2018/02/20 20:10:08:865',3,10.397289,35.890438,0.016537,?,0.08,?
506,'2018/02/20 20:10:08:898',3,10.415513,35.902218,0.018224,?,0.08,?
507,'2018/02/20 20:10:08:932',3,10.435308,35.914185,0.019795,?,0.08,?
508,'2018/02/20 20:10:08:960',3,10.457335,35.925068,0.022027,?,0.08,?
509,'2018/02/20 20:10:09:000',3,10.480298,35.934631,0.022963,?,0.08,?
510,'2018/02/20 20:10:09:033',3,10.504939,35.942604,0.024641,?,0.08,?
511,'2018/02/20 20:10:09:065',3,10.53124,35.949371,0.0263,?,0.08,?
512,'2018/02/20 20:10:09:095',3,10.555275,35.954933,0.024035,?,0.08,?
513,'2018/02/20 20:10:09:127',3,10.578884,35.959,0.023609,?,0.08,?
514,'2018/02/20 20:10:09:167',3,10.601705,35.961918,0.02282,?,0.08,?
515,'2018/02/20 20:10:09:210',3,10.625157,35.963486,0.023453,?,0.08,?
516,'2018/02/20 20:10:09:241',3,10.64773,35.964096,0.022573,?,0.08,?
517,'2018/02/20 20:10:09:266',3,10.668786,35.964657,0.021056,?,0.08,?
518,'2018/02/20 20:10:09:295',3,10.689043,35.964493,0.020257,?,0.08,?
519,'2018/02/20 20:10:09:328',3,10.708054,35.963467,0.019011,?,0.08,?
520,'2018/02/20 20:10:09:376',3,10.726646,35.961815,0.018593,?,0.08,?
521,'2018/02/20 20:10:09:484',3,10.745064,35.959564,0.018417,?,0.08,?
522,'2018/02/20 20:10:09:503',3,10.762921,35.956638,0.017858,?,0.08,?
523,'2018/02/20 20:10:09:537',3,10.781083,35.952927,0.018162,?,0.08,?
524,'2018/02/20 20:10:09:570',3,10.797871,35.949741,0.016788,?,0.08,?
525,'2018/02/20 20:10:09:597',3,10.814121,35.94688,0.016251,?,0.08,?
526,'2018/02/20 20:10:09:629',3,10.829492,35.944504,0.01537,?,0.08,?
527,'2018/02/20 20:10:09:669',3,10.843684,35.942791,0.014193,?,0.08,?
528,'2018/02/20 20:10:09:697',3,10.857297,35.941914,0.013613,?,0.08,?
529,'2018/02/20 20:10:09:726',3,10.870077,35.941563,0.01278,?,0.08,?
530,'2018/02/20 20:10:09:765',3,10.882014,35.942116,0.011937,?,0.08,?
531,'2018/02/20 20:10:09:795',3,10.893203,35.943394,0.011189,?,0.08,?
532,'2018/02/20 20:10:09:829',3,10.904029,35.945053,0.010826,?,0.08,?
533,'2018/02/20 20:10:09:867',3,10.913773,35.947575,0.009744,?,0.08,?
534,'2018/02/20 20:10:09:896',3,10.923134,35.950474,0.009361,?,0.08,?
535,'2018/02/20 20:10:09:927',3,10.932178,35.953697,0.009045,?,0.08,?
536,'2018/02/20 20:10:09:966',3,10.94089,35.957298,0.008712,?,0.08,?
537,'2018/02/20 20:10:09:997',3,10.949183,35.961651,0.008292,?,0.08,?
538,'2018/02/20 20:10:10:032',3,10.957866,35.966579,0.008683,?,0.08,?
539,'2018/02/20 20:10:10:068',3,10.966948,35.971653,0.009082,?,0.08,?
540,'2018/02/20 20:10:10:095',3,10.97475,35.977909,0.007802,?,0.08,?
541,'2018/02/20 20:10:10:126',3,10.982975,35.984001,0.008225,?,0.08,?
542,'2018/02/20 20:10:10:162',3,10.989649,35.990829,0.006674,?,0.08,?
543,'2018/02/20 20:10:10:197',3,10.996141,35.999043,0.006493,?,0.08,?
544,'2018/02/20 20:10:10:226',3,11.00177,36.010612,0.005629,?,0.08,?
545,'2018/02/20 20:10:10:268',3,11.001834,36.029461,0.000064,?,0.08,?
546,'2018/02/20 20:10:10:295',3,10.983946,36.065491,-0.017888,?,0.08,?
547,'2018/02/20 20:10:10:331',3,10.959996,36.083504,-0.02395,?,0.08,?
548,'2018/02/20 20:10:10:363',3,10.910082,36.095467,-0.049914,?,0.08,?
549,'2018/02/20 20:10:10:398',3,10.813382,36.107033,-0.0967,?,0.08,?
550,'2018/02/20 20:10:10:430',3,10.684772,36.106377,-0.12861,?,0.08,?
551,'2018/02/20 20:10:10:467',3,10.504539,36.071663,-0.180233,?,0.08,?
552,'2018/02/20 20:10:10:500',3,10.287756,36.040241,-0.216784,?,0.08,?
553,'2018/02/20 20:10:10:533',3,9.981623,35.991432,-0.306133,?,0.08,?
554,'2018/02/20 20:10:10:565',3,9.664515,35.966579,-0.317107,?,0.08,?
555,'2018/02/20 20:10:10:597',3,9.304954,35.976864,-0.359562,?,0.08,?
556,'2018/02/20 20:10:10:630',3,8.95593,36.022762,-0.349024,?,0.08,?
557,'2018/02/20 20:10:10:673',3,8.648094,36.120068,-0.307836,?,0.08,?
558,'2018/02/20 20:10:10:698',3,8.396512,36.286663,-0.251582,?,0.08,?
559,'2018/02/20 20:10:10:729',3,8.237255,36.41222,-0.159257,?,0.08,?
560,'2018/02/20 20:10:10:765',3,8.000413,36.412437,-0.236842,?,0.08,?
561,'2018/02/20 20:10:10:798',3,7.755289,36.490192,-0.245124,?,0.08,?
562,'2018/02/20 20:10:10:831',3,7.546274,36.74287,-0.209015,?,0.08,?
563,'2018/02/20 20:10:10:867',3,9.458511,36.869911,1.912238,?,0.08,?
564,'2018/02/20 20:10:10:908',3,9.978024,36.975513,0.519512,?,0.08,?
565,'2018/02/20 20:10:10:933',3,8.686346,36.169895,-1.291677,?,0.08,?
566,'2018/02/20 20:10:10:961',3,8.551956,35.97802,-0.13439,?,0.08,?
567,'2018/02/20 20:10:10:995',3,3.512683,17.241583,-5.039273,?,0.08,?
568,'2018/02/20 20:10:11:027',3,-6.513077,16.231859,-10.025761,?,0.08,?
569,'2018/02/20 20:10:11:065',3,-12.112509,14.420235,-5.599432,?,0.08,?
570,'2018/02/20 20:10:11:105',3,-10.566844,23.617872,1.545665,?,0.08,?
571,'2018/02/20 20:10:11:129',3,-19.690836,24.371376,-9.123992,?,0.08,?
572,'2018/02/20 20:10:11:157',3,-19.605156,28.26877,0.08568,?,0.08,?
573,'2018/02/20 20:10:24:315',4,18.355438,-23.250685,37.960594,?,0.79,?
574,'2018/02/20 20:10:24:347',4,18.350969,-23.238377,-0.004469,?,0.79,?
575,'2018/02/20 20:10:24:379',4,18.350256,-23.236361,-0.000713,?,0.79,?
576,'2018/02/20 20:10:24:413',4,18.349276,-23.233833,-0.00098,?,0.79,?
577,'2018/02/20 20:10:24:447',4,18.347664,-23.22822,-0.001612,?,0.79,?
578,'2018/02/20 20:10:24:477',4,18.344582,-23.214106,-0.003082,?,0.79,?
579,'2018/02/20 20:10:24:510',4,18.319839,-23.18528,-0.024742,?,0.79,?
580,'2018/02/20 20:10:24:545',4,18.291309,-23.159515,-0.02853,?,0.79,?
581,'2018/02/20 20:10:24:581',4,18.245207,-23.105503,-0.046103,?,0.79,?
582,'2018/02/20 20:10:24:613',4,18.169222,-22.97846,-0.075985,?,0.79,?
583,'2018/02/20 20:10:24:643',4,18.080442,-22.832224,-0.088779,?,0.79,?
584,'2018/02/20 20:10:24:677',4,17.982225,-22.685799,-0.098217,?,0.79,?
585,'2018/02/20 20:10:24:712',4,17.874493,-22.541994,-0.107733,?,0.79,?
586,'2018/02/20 20:10:24:743',4,17.763556,-22.430164,-0.110937,?,0.79,?
587,'2018/02/20 20:10:24:780',4,17.644281,-22.349234,-0.119274,?,0.79,?
588,'2018/02/20 20:10:24:816',4,17.525915,-22.290001,-0.118366,?,0.79,?
589,'2018/02/20 20:10:24:846',4,17.412971,-22.25573,-0.112944,?,0.79,?
590,'2018/02/20 20:10:24:877',4,17.304874,-22.241739,-0.108097,?,0.79,?
591,'2018/02/20 20:10:24:910',4,17.199854,-22.250742,-0.105021,?,0.79,?
592,'2018/02/20 20:10:24:945',4,17.088428,-22.28278,-0.111425,?,0.79,?
593,'2018/02/20 20:10:24:980',4,16.972118,-22.339392,-0.11631,?,0.79,?
594,'2018/02/20 20:10:25:019',4,16.856441,-22.413965,-0.115677,?,0.79,?
595,'2018/02/20 20:10:25:046',4,16.734529,-22.516424,-0.121912,?,0.79,?
596,'2018/02/20 20:10:25:076',4,16.593887,-22.673563,-0.140642,?,0.79,?
597,'2018/02/20 20:10:25:110',4,16.431267,-22.888338,-0.162621,?,0.79,?
598,'2018/02/20 20:10:25:149',4,16.195145,-23.236431,-0.236122,?,0.79,?
599,'2018/02/20 20:10:25:178',4,15.972564,-23.603312,-0.222581,?,0.79,?
600,'2018/02/20 20:10:25:226',4,15.771224,-23.979753,-0.20134,?,0.79,?
601,'2018/02/20 20:10:25:252',4,15.601362,-24.322214,-0.169862,?,0.79,?
602,'2018/02/20 20:10:25:279',4,15.455723,-24.647451,-0.145639,?,0.79,?
603,'2018/02/20 20:10:25:312',4,15.337035,-24.936308,-0.118688,?,0.79,?
604,'2018/02/20 20:10:25:346',4,15.245926,-25.193113,-0.091109,?,0.79,?
605,'2018/02/20 20:10:25:377',4,15.17846,-25.43453,-0.067466,?,0.79,?
606,'2018/02/20 20:10:25:416',4,15.130314,-25.663332,-0.048146,?,0.79,?
607,'2018/02/20 20:10:25:445',4,15.103247,-25.87089,-0.027067,?,0.79,?
608,'2018/02/20 20:10:25:476',4,15.093432,-26.057535,-0.009814,?,0.79,?
609,'2018/02/20 20:10:25:510',4,15.096246,-26.212538,0.002813,?,0.79,?
610,'2018/02/20 20:10:25:545',4,15.10445,-26.31526,0.008204,?,0.79,?
611,'2018/02/20 20:10:25:576',4,15.128739,-26.357258,0.024289,?,0.79,?
612,'2018/02/20 20:10:25:611',4,15.198819,-26.288799,0.07008,?,0.79,?
613,'2018/02/20 20:10:25:647',4,15.375541,-25.959597,0.176722,?,0.79,?
614,'2018/02/20 20:10:25:679',4,15.834165,-25.034227,0.458624,?,0.79,?
615,'2018/02/20 20:10:25:710',4,16.342064,-24.006031,0.507899,?,0.79,?
616,'2018/02/20 20:10:25:745',4,16.821003,-23.100864,0.478939,?,0.79,?
617,'2018/02/20 20:10:25:777',4,17.253719,-22.216459,0.432716,?,0.79,?
618,'2018/02/20 20:10:25:812',4,17.639217,-21.360359,0.385498,?,0.79,?
619,'2018/02/20 20:10:25:852',4,17.984612,-20.486053,0.345394,?,0.79,?
